コード,企業名,株価,時価総額（億）,発行済株式数,売上高（百万）,粗利益,営業利益,当期利益,総資産,総負債,純資産,EPS,配当金,配当利回り,PER,益回り,PBR,PBR逆数,ROE,ROA,自己資本比率,ROEx益回りx自己資本,ROE+益回り+自己資本,ROExPBR逆数x自己資本,ROE+PBR逆数+自己資本
1972,三晃金属工業,2681,104,3855794,34772,7311,2426,1649,33484,12365,21119,427.4,130.0,4.85,6.27,15.9,0.49,204.08,7.8,4.9,63.1,7826,86.8,100444,275.0
1973,ＮＥＣネッツエスアイ,1824,2724,148942221,310334,63473,22737,15022,254701,119959,134742,93.08,47.0,2.58,19.6,5.1,2.02,49.5,11.1,5.9,52.9,2995,69.1,29066,113.5
1975,朝日工業社,1907,243,12829178,68820,8463,2195,1861,72081,37721,34360,145.09,60.0,3.15,13.14,7.6,0.71,140.85,5.4,2.6,47.7,1958,60.7,36280,193.9
1976,明星工業,713,353,49772106,48389,9925,5299,3794,71149,15587,55562,74.61,30.0,4.21,9.56,10.5,0.64,156.25,6.8,5.3,78.1,5576,95.4,82981,241.2
1979,大氣社,3325,1120,34083450,209261,31615,9429,7249,228159,103463,124696,212.69,120.0,3.61,15.63,6.4,0.9,111.11,5.8,3.2,54.7,2030,66.9,35251,171.6
1980,ダイダン,2207,471,21393062,162929,20723,7438,5778,139099,62017,77082,270.15,90.0,4.08,8.17,12.2,0.61,163.93,7.5,4.2,55.4,5069,75.1,68113,226.8
1981,協和日成,1408,147,11515370,34244,3543,1258,1079,26257,8640,17617,93.73,28.0,1.99,15.02,6.7,0.83,120.48,6.1,4.1,67.1,2742,79.9,49314,193.7
1982,日比谷総合設備,1966,453,23467187,75497,14686,5765,4372,87466,24059,63407,184.0,84.0,4.27,10.68,9.4,0.71,140.85,6.9,5.0,72.5,4702,88.8,70460,220.2
1992,神田通信機,1350,35,2369814,5945,1689,370,563,8352,3335,5017,234.11,60.0,4.44,5.77,17.3,0.7,142.86,11.2,6.7,60.1,11645,88.6,96162,214.2
1994,高橋カーテンウォール工業,498,43,8575147,12233,2838,1965,1403,13932,3211,10721,75.97,20.0,4.02,6.56,15.2,0.4,250.0,13.1,10.1,77.0,15332,105.3,252175,340.1
1997,暁飯島工業,1324,27,1985995,7408,1533,958,669,8772,3075,5697,168.62,45.0,3.4,7.85,12.7,0.47,212.77,11.7,7.6,64.9,9643,89.3,161563,289.4
2001,ニップン,1620,1232,76802605,321317,74927,9392,9326,325869,151553,174316,121.58,39.0,2.41,13.32,7.5,0.71,140.85,5.4,2.9,53.5,2167,66.4,40692,199.8
2002,日清製粉グループ本社,1649,4865,297396816,679736,148076,25931,17511,723073,273803,449270,61.47,39.0,2.37,26.83,3.7,1.08,92.59,3.9,2.4,62.1,896,69.7,22424,158.6
2003,日東富士製粉,4720,416,9105869,59340,14478,4845,3715,55870,14168,41702,416.14,160.0,3.39,11.34,8.8,1.0,100.0,8.9,6.6,74.6,5843,92.3,66394,183.5
2004,昭和産業,2572,846,33428816,287635,46204,4801,4007,231306,125609,105697,120.58,60.0,2.33,21.33,4.7,0.8,125.0,3.8,1.7,45.7,816,54.2,21708,174.5
2009,鳥越製粉,663,153,23273365,22700,4734,975,832,40013,8131,31882,37.19,14.0,2.11,17.83,5.6,0.48,208.33,2.6,2.1,79.7,1160,87.9,43170,290.6
2053,中部飼料,1111,323,29533406,193392,13699,4042,3213,88014,26075,61939,107.04,34.0,3.06,10.38,9.6,0.52,192.31,5.2,3.7,70.4,3514,85.2,70401,267.9
2055,日和産業,275,50,18111907,44906,2472,118,116,29046,11636,17410,6.06,6.0,2.18,45.38,2.2,0.29,344.83,0.7,0.4,59.9,92,62.8,14459,405.4
2060,フィード・ワン,709,269,38148688,243202,22712,4290,3660,108504,64198,44306,94.64,25.0,3.53,7.49,13.4,0.61,163.93,8.3,3.4,40.8,4538,62.5,55513,213.0
2107,東洋精糖,931,50,5452692,13403,2192,647,514,11680,1946,9734,94.27,35.0,3.76,9.88,10.1,0.51,196.08,5.3,4.4,83.3,4459,98.7,86567,284.7
2108,日本甜菜製糖,1684,228,13482769,58492,15276,1739,1975,100458,32540,67918,141.75,50.0,2.97,11.88,8.4,0.34,294.12,2.9,2.0,67.6,1647,78.9,57659,364.6
2109,ＤＭ三井製糖ホールディングス,1905,612,32269780,147880,27004,3631,3657,189497,79571,109926,112.93,60.0,3.15,16.87,5.9,0.56,178.57,3.3,1.9,58.0,1129,67.2,34178,239.9
2112,塩水港精糖,211,56,27226325,25134,3791,807,610,26114,15735,10379,22.39,5.0,2.37,9.42,10.6,0.54,185.19,5.9,2.3,39.7,2483,56.2,43377,230.8
2114,フジ日本精糖,446,123,26851856,20096,4836,1605,1614,24745,5033,19712,60.11,13.0,2.91,7.42,13.5,0.62,161.29,8.2,6.5,79.7,8823,101.4,105409,249.2
2117,日新製糖,1804,394,22095770,46062,8208,2164,1715,61134,12230,48904,77.63,68.0,3.77,23.24,4.3,0.81,123.46,3.5,2.8,80.0,1204,87.8,34569,207.0
2120,ＬＩＦＵＬＬ,170,231,131781600,35857,31906,-6644,-5901,45888,17474,28414,-51.18,3.62,2.13,-3.32,-30.1,0.81,123.46,-20.8,-12.9,61.9,38754,11.0,-158957,164.6
2121,ミクシィ,2310,1693,72553550,118099,88580,12972,10262,218056,33415,184641,139.84,110.0,4.76,16.52,6.1,0.92,108.7,5.6,4.7,84.7,2893,96.4,51559,199.0
2122,インタースペース,1138,71,6245857,23142,5082,474,428,10280,4828,5453,108.97,20.0,1.76,10.44,9.6,1.3,76.92,7.8,4.2,53.0,3969,70.4,31799,137.7
2124,ジェイエイシーリクルートメント,1968,790,40364557,24852,23004,5786,3882,18935,5570,13365,106.99,73.0,3.71,18.39,5.4,5.91,16.92,29.0,20.5,70.6,11056,105.0,34642,116.5
2127,日本Ｍ＆Ａセンターホールディングス,1730,5834,330551781,40402,24143,16225,11438,58919,8160,50759,34.2,20.0,1.16,50.58,2.0,11.49,8.7,22.5,19.4,86.2,3879,110.7,16874,117.4
2130,メンバーズ,2738,368,13256276,14938,4756,1876,1404,10404,4509,5895,105.47,25.0,0.91,25.96,3.9,6.24,16.03,23.8,13.5,56.7,5263,84.4,21632,96.5
2134,燦キャピタルマネージメント,24,29,112850584,386,218,-584,-1246,1786,907,879,-12.73,0,0.0,-1.89,-52.9,3.3,30.3,-141.8,-69.8,49.2,369060,-145.5,-211390,-62.3
2136,ヒップ,714,28,3975300,5189,1150,454,404,5586,2233,3353,101.53,30.0,4.2,7.03,14.2,0.84,119.05,12.0,7.2,60.0,10224,86.2,85716,191.1
2138,クルーズ,779,88,11122479,15478,6953,118,310,25087,15694,9393,27.87,0,0.0,27.95,3.6,0.94,106.38,3.3,1.2,37.4,444,44.3,13129,147.1
2139,中広,411,28,6800025,7061,3051,82,101,3979,2207,1773,14.85,5.0,1.22,27.68,3.6,1.58,63.29,5.7,2.5,44.6,915,53.9,16090,113.6
2146,ＵＴグループ,2617,1039,40362887,156769,27771,5521,3141,64107,43757,20350,77.79,24.0,0.92,33.64,3.0,5.11,19.57,15.4,4.9,31.7,1465,50.1,9554,66.7
2148,アイティメディア,1607,326,19767202,8092,5338,2687,1801,10049,2116,7933,90.89,26.0,1.62,17.68,5.7,4.11,24.33,22.7,17.9,78.9,10209,107.3,43576,125.9
2150,ケアネット,1071,506,44274432,8004,5559,2422,1609,10743,2622,8121,36.82,6.0,0.56,29.09,3.4,6.23,16.05,19.8,15.0,75.6,5089,98.8,24025,111.4
2152,幼児活動研究会,1162,132,10802588,6615,2366,1325,955,11187,3290,7897,88.38,19.0,1.64,13.15,7.6,1.67,59.88,12.1,8.5,70.6,6492,90.3,51153,142.6
2153,Ｅ・Ｊホールディングス,1327,205,15615180,34334,11401,3840,2784,37513,12023,25490,197.43,43.0,3.24,6.72,14.9,0.8,125.0,10.9,7.4,67.9,11028,93.7,92514,203.8
2154,夢真ビーネックスグループ,1628,1406,88383047,95110,19273,3264,2612,129374,33347,96027,33.03,45.0,2.76,49.29,2.0,1.46,68.49,2.7,2.0,74.2,401,78.9,13721,145.4
2156,セーラー広告,264,10,3777672,1939,1452,-9,-25,3971,2223,1748,-6.62,4.0,1.52,-39.88,-2.5,0.57,175.44,-1.4,-0.6,44.0,154,40.1,-10807,218.0
2157,コシダカホールディングス,725,607,81532704,20791,-4519,-9231,-4145,41974,23795,18178,15.97,8.0,1.1,45.4,2.2,3.34,29.94,-22.8,-9.9,43.3,-2172,22.7,-29558,50.4
2158,ＦＲＯＮＴＥＯ,993,403,39313866,10933,5574,1637,1309,11825,5384,6441,33.33,7.0,0.7,29.79,3.4,6.26,15.97,20.3,11.1,54.5,3762,78.2,17668,90.8
2159,フルスピード,549,85,15450654,15088,4237,677,405,8344,3418,4926,25.83,0,0.0,21.25,4.7,1.73,57.8,8.2,4.9,59.0,2274,71.9,27964,125.0
2160,ジーエヌアイグループ,1775,885,47487843,12690,11090,1625,1066,30297,11437,18860,20.46,0,0.0,86.75,1.2,4.69,21.32,5.7,3.5,62.3,426,69.2,7571,89.3
2162,ｎｍｓ　ホールディングス,225,35,15543041,63277,6721,-361,-1980,34842,32149,2693,-121.16,5.0,2.22,-1.86,-53.8,1.3,76.92,-73.5,-5.7,7.7,30448,-119.6,-43533,11.1
2163,アルトナー,896,94,10625544,8103,2800,1010,729,5089,1507,3582,71.84,39.5,4.41,12.47,8.0,2.62,38.17,20.4,14.3,70.4,11489,98.8,54818,129.0
2164,地域新聞社,405,7.7,1907033,2788,2005,-93,-87,1334,1253,81,3.52,0,0.0,115.06,0.9,9.51,10.52,-107.4,-6.5,6.1,-590,-100.4,-6892,-90.8
2169,ＣＤＳ,1873,128,6820173,8371,2632,1041,829,9399,2318,7081,146.04,61.0,3.26,12.83,7.8,1.81,55.25,11.7,8.8,75.3,6872,94.8,48676,142.2
2170,リンクアンドモチベーション,584,646,111561557,32644,15340,2066,919,30062,22568,7494,10.87,7.6,1.3,53.73,1.9,8.62,11.6,12.3,3.1,24.9,582,39.1,3553,48.8
2173,博展,762,59,7876918,10626,3130,531,761,4775,3031,1745,97.14,20.0,2.62,7.84,12.8,3.38,29.59,43.6,15.9,36.5,20370,92.9,47090,109.7
2175,エス・エム・エス,3180,2767,87147239,38899,34444,6312,5409,56585,26594,29991,62.07,10.5,0.33,51.23,2.0,9.23,10.83,18.0,9.6,53.0,1908,73.0,10332,81.8
2176,イナリサーチ,898,27,2998800,3205,1043,352,335,4861,3498,1364,111.67,8.0,0.89,8.04,12.4,1.98,50.51,24.6,6.9,28.1,8572,65.1,34916,103.2
2178,トライステージ,563,142,25130539,47519,5356,1301,845,15333,7856,7477,32.15,7.0,1.24,17.51,5.7,1.9,52.63,11.3,5.5,48.8,3143,65.8,29022,112.7
2179,成学社,705,39,5549940,12334,2487,530,332,8488,5673,2815,59.63,13.5,1.91,11.82,8.5,1.39,71.94,11.8,3.9,33.2,3330,53.5,28183,116.9
2180,サニーサイドアップグループ,715,107,15062932,15356,2970,552,299,7164,4834,2330,50.82,10.0,1.4,14.07,7.1,4.59,21.79,12.8,4.2,32.5,2954,52.4,9065,67.1
2181,パーソルホールディングス,2726,6311,230566343,1060893,240837,48143,31523,421778,217465,204313,136.84,43.0,1.58,19.92,5.0,3.09,32.36,15.4,7.5,48.4,3727,68.8,24120,96.2
2183,リニカル,841,191,22586436,11555,3612,946,790,15716,9173,6543,34.98,14.0,1.66,24.04,4.2,2.92,34.25,12.1,5.0,41.6,2114,57.9,17240,88.0
2185,シイエム・シイ,1136,152,13314782,17331,6542,2273,1619,21069,5187,15882,136.16,30.0,2.64,8.34,12.0,0.96,104.17,10.2,7.7,75.4,9229,97.6,80115,189.8
2186,ソーバル,1052,82,7867257,8163,1557,603,447,4650,1216,3434,59.11,33.5,3.18,17.8,5.6,2.39,41.84,13.0,9.6,73.8,5373,92.4,40141,128.6
2191,テラ,96,25,25327013,106,-99,-968,-949,326,128,199,-35.48,0,0.0,-2.71,-36.9,12.56,7.96,-476.9,-291.1,61.0,1073454,-452.8,-231564,-407.9
2193,クックパッド,211,224,104210339,10004,9569,-2633,-2380,23864,2834,21030,-24.57,0,0.0,-8.59,-11.6,1.07,93.46,-11.3,-10.0,88.1,11548,65.2,-93042,170.3
2195,アミタホールディングス,1918,109,5845865,5158,2002,510,633,4427,2972,1455,106.35,30.0,1.56,18.03,5.5,7.49,13.35,43.5,14.3,32.9,7871,81.9,19106,89.8
2196,エスクリ,370,50,13511535,22242,11647,-1376,477,24584,18656,5928,35.31,0,0.0,10.48,9.5,0.84,119.05,8.0,1.9,24.1,1832,41.6,22953,151.2
2198,アイ・ケイ・ケイホールディングス,614,178,29464151,11530,6473,-1604,-411,17603,10025,7578,22.22,10.0,1.63,27.63,3.6,2.35,42.55,-5.4,-2.3,43.0,-836,41.2,-9880,80.2
2201,森永製菓,4240,2046,48938070,181251,75826,17280,27773,214300,84265,130035,552.59,90.0,2.12,7.67,13.0,1.57,63.69,21.4,13.0,60.7,16887,95.1,82732,145.8
2204,中村屋,3190,189,5961721,33058,11898,-284,233,42143,16058,26084,39.03,50.0,1.57,81.73,1.2,0.72,138.89,0.9,0.6,61.9,67,64.0,7738,201.7
2206,江崎グリコ,3920,2469,63552617,338571,158034,16744,13519,356745,115954,240791,209.22,75.0,1.91,18.74,5.3,1.03,97.09,5.6,3.8,67.5,2003,78.4,36700,170.2
2207,名糖産業,1686,282,16893722,21136,5048,-3947,1816,70867,26154,44713,107.5,27.0,1.6,15.68,6.4,0.63,158.73,4.1,2.6,63.1,1656,73.6,41065,225.9
2208,ブルボン,2160,517,24024387,94451,24003,4081,3375,83262,30476,52786,140.44,25.5,1.18,15.38,6.5,0.98,102.04,6.4,4.1,63.4,2637,76.3,41404,171.8
2209,井村屋グループ,2255,299,13084400,42151,14807,1705,1473,29422,12031,17391,112.59,26.0,1.15,20.03,5.0,1.72,58.14,8.5,5.0,59.1,2512,72.6,29207,125.7
2211,不二家,2404,616,25776110,104751,50108,3900,3174,75720,23852,51868,148.24,30.0,1.25,16.22,6.2,1.19,84.03,6.1,4.2,68.5,2591,80.8,35112,158.6
2212,山崎製パン,1633,3355,208635350,1052972,367856,18207,10378,757352,414778,342574,52.97,22.0,1.35,30.83,3.2,0.98,102.04,3.0,1.4,45.2,434,51.4,13837,150.2
2215,第一屋製パン,486,34,6923580,23864,6262,-809,-738,18009,10524,7485,-17.03,0,0.0,-28.54,-3.5,0.45,222.22,-9.9,-4.1,41.6,1441,28.2,-91519,253.9
2216,カンロ,888,122,14119656,25664,12423,1121,882,21155,9378,11777,89.89,25.0,2.82,9.88,10.1,1.04,96.15,7.5,4.2,55.7,4219,73.3,40167,159.4
2217,モロゾフ,3620,257,7033316,27207,13257,1697,1029,25114,7535,17579,187.67,120.0,3.31,19.29,5.2,1.46,68.49,5.9,4.1,70.0,2148,81.1,28286,144.4
2220,亀田製菓,4765,996,21083669,85163,23877,4844,4428,102955,37235,65720,210.03,54.0,1.13,22.69,4.4,1.52,65.79,6.7,4.3,63.8,1881,74.9,28123,136.3
2221,岩塚製菓,4075,228,5604239,18043,4264,-442,828,96277,26588,69689,147.75,32.0,0.79,27.58,3.6,0.33,303.03,1.2,0.9,72.4,313,77.2,26327,376.6
2222,寿スピリッツ,7180,2256,31119281,32191,17623,1359,1916,27470,7114,20357,61.54,30.0,0.42,116.67,0.9,11.08,9.03,9.4,7.0,74.1,627,84.4,6290,92.5
2224,コモ,2674,93,3474578,6511,2063,212,141,4716,2752,1964,40.59,7.0,0.26,65.88,1.5,4.74,21.1,7.2,3.0,41.6,449,50.3,6320,69.9
2226,湖池屋,5290,281,5334096,30395,9113,1091,758,27093,12865,14228,183.72,105.0,1.98,28.79,3.5,1.97,50.76,5.3,2.8,52.5,974,61.3,14124,108.6
2229,カルビー,2848,3685,129121334,245419,83954,25037,18053,236598,53141,183457,136.25,52.0,1.83,20.9,4.8,2.01,49.75,9.8,7.6,77.5,3646,92.1,37785,137.1
2264,森永乳業,5010,2215,45203805,503354,122277,26393,33784,458788,252717,206071,687.45,80.0,1.6,7.29,13.7,1.07,93.46,16.4,7.4,44.9,10088,75.0,68820,154.8
2266,六甲バター,1427,282,19483043,55074,22893,2079,2272,54209,24512,29697,89.17,20.0,1.4,16.0,6.2,0.95,105.26,7.7,4.2,54.8,2616,68.7,44416,167.8
2267,ヤクルト本社,8010,12800,158594934,415116,248417,53204,44917,672855,187920,484935,280.35,77.0,0.96,28.57,3.5,2.64,37.88,9.3,6.7,72.1,2347,84.9,25400,119.3
2268,Ｂ−Ｒ　サーティワン　アイスクリーム,4025,387,9635837,19388,10947,1028,779,18952,8762,10190,95.12,30.0,0.75,42.31,2.4,3.8,26.32,7.6,4.1,53.8,981,63.8,10762,87.7
2269,明治ホールディングス,6970,9787,140820185,1013092,323249,87055,87497,1117459,444122,673337,607.25,175.0,2.51,11.48,8.7,1.45,68.97,13.0,7.8,60.3,6820,82.0,54066,142.3
2270,雪印メグミルク,1867,1250,67530014,558403,89442,15320,12069,401890,195112,206778,178.69,60.0,3.21,10.45,9.6,0.6,166.67,5.8,3.0,51.5,2868,66.9,49784,224.0
2281,プリマハム,2285,1138,50249685,419591,51620,12825,9720,221721,109860,111861,193.4,65.0,2.84,11.81,8.5,1.02,98.04,8.7,4.4,50.5,3734,67.7,43074,157.2
2282,日本ハム,4060,4119,102325337,1174389,200028,42078,48049,909213,430144,479069,469.91,102.0,2.51,8.64,11.6,0.86,116.28,10.0,5.3,52.7,6113,74.3,61280,179.0
2286,林兼産業,477,42,8792477,40389,5858,719,708,26492,16724,9768,80.48,15.0,3.14,5.93,16.9,0.43,232.56,7.2,2.7,36.9,4490,61.0,61787,276.7
2288,丸大食品,1581,388,25196674,218610,31959,-922,-375,128903,54072,74831,-14.87,30.0,1.9,-106.32,-0.9,0.52,192.31,-0.5,-0.3,58.1,26,56.7,-5587,249.9
2291,福留ハム,1631,55,3336970,24420,3809,-922,-718,14452,11001,3451,-215.16,0,0.0,-7.58,-13.2,1.59,62.89,-20.8,-5.0,23.9,6562,-10.1,-31264,66.0
2292,Ｓ　Ｆｏｏｄｓ,3080,964,31614920,358824,56038,17508,11944,181518,82261,99257,402.63,74.0,2.4,7.65,13.1,0.97,103.09,12.0,6.6,54.7,8599,79.8,67668,169.8
2293,滝沢ハム,3010,61,2053631,29477,4294,85,175,13484,9648,3836,84.75,20.0,0.66,35.52,2.8,1.59,62.89,4.6,1.3,28.4,366,35.8,8216,95.9
2294,柿安本店,2372,247,10467859,37998,19750,2355,1704,20002,4168,15834,162.8,100.0,4.22,14.57,6.9,1.56,64.1,10.8,8.5,79.2,5902,96.9,54829,154.1
2296,伊藤ハム米久ホールディングス,674,1932,290039897,854374,131904,24170,19118,413123,150981,262142,65.34,23.0,3.41,10.32,9.7,0.74,135.14,7.3,4.6,63.5,4496,80.5,62644,205.9
2300,きょくとう,434,23,5261640,4581,3214,-855,-615,3814,1607,2208,-116.89,6.0,1.38,-3.71,-27.0,1.04,96.15,-27.9,-16.1,57.9,43616,3.0,-155322,126.2
2301,学情,1061,147,14085953,6222,4195,1819,1383,13434,1521,11913,85.41,37.0,3.49,12.42,8.1,1.23,81.3,11.6,10.3,88.7,8334,108.4,83651,181.6
2303,ドーン,1770,52,2920288,1119,735,340,238,2102,220,1881,88.37,14.0,0.79,20.03,5.0,2.76,36.23,12.7,11.3,89.5,5683,107.2,41181,138.4
2304,ＣＳＳホールディングス,284,14,4991430,9412,1277,-222,-420,4701,2577,2125,-53.68,5.0,1.76,-5.29,-18.9,0.66,151.52,-19.8,-8.9,45.2,16915,6.5,-135604,176.9
2305,スタジオアリス,2310,393,16983993,40672,12618,5688,3614,43170,14869,28302,192.54,70.0,3.03,12.0,8.3,1.39,71.94,12.8,8.4,65.6,6969,86.7,60407,150.3
2307,クロスキャット,974,147,15005674,12119,2701,1108,765,7366,3146,4220,50.98,32.0,3.29,19.11,5.2,3.48,28.74,18.1,10.4,57.3,5393,80.6,29807,104.1
2309,シミックホールディングス,1527,270,17682269,85788,17727,2707,2023,91192,66127,25065,238.26,34.0,2.23,6.41,15.6,1.08,92.59,8.1,2.2,27.5,3475,51.2,20624,128.2
2311,エプコ,682,61,8911926,4696,1462,435,658,6377,1326,5051,71.29,33.5,4.91,9.57,10.4,1.21,82.64,13.0,10.3,79.2,10708,102.6,85086,174.8
2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,136,154,114184179,5947,1687,-940,-800,107218,96144,11074,-7.12,0,0.0,-19.1,-5.2,1.39,71.94,-7.2,-0.7,10.3,386,-2.1,-5335,75.0
2317,システナ,480,1759,387396212,65272,16128,8658,5992,43477,13303,30174,15.83,7.5,1.56,30.32,3.3,5.83,17.15,19.9,13.8,69.4,4557,92.6,23685,106.5
2321,ソフトフロントホールディングス,99,30,30673202,377,206,-21,-29,820,336,484,-1.01,0,0.0,-98.02,-1.0,6.2,16.13,-6.0,-3.5,59.0,354,52.0,-5710,69.1
2323,ｆｏｎｆｕｎ,519,15,3335729,556,358,-14,-17,950,397,553,-5.1,0,0.0,-101.76,-1.0,2.71,36.9,-3.1,-1.8,58.2,180,54.1,-6657,92.0
2325,ＮＪＳ,1966,188,9532791,19315,7575,2754,1929,27516,6061,21455,196.5,70.0,3.56,10.01,10.0,0.88,113.64,9.0,7.0,78.0,7020,97.0,79775,200.6
2326,デジタルアーツ,6540,917,14039269,9051,6375,4127,2900,19341,7183,12158,201.98,70.0,1.07,32.38,3.1,7.54,13.26,23.9,15.0,62.9,4660,89.9,19934,100.1
2327,日鉄ソリューションズ,3925,3573,91486677,270332,60321,29698,19977,296790,93362,203428,218.33,71.0,1.81,17.98,5.6,1.76,56.82,9.8,6.7,68.5,3759,83.9,38143,135.1
2329,東北新社,647,296,44948487,52758,14329,3581,3069,96249,22536,73713,68.26,19.0,2.94,9.48,10.5,0.4,250.0,4.2,3.2,76.6,3378,91.3,80430,330.8
2330,フォーサイド,80,26,32539570,4894,1959,91,86,4427,3263,1164,-1.06,0,0.0,-75.47,-1.3,2.23,44.84,7.4,1.9,26.3,-253,32.4,8727,78.5
2331,綜合警備保障,4005,3766,101235191,489092,125581,43289,28964,488278,188131,300147,286.11,87.0,2.17,14.0,7.1,1.25,80.0,9.6,5.9,61.5,4192,78.2,47232,151.1
2332,クエスト,1201,62,5189832,11807,2056,959,690,7700,2034,5666,133.08,43.0,3.58,9.02,11.1,1.09,91.74,12.2,9.0,73.6,9967,96.9,82375,177.5
2334,イオレ,897,21,2402859,2086,640,-142,-147,752,313,438,-61.55,0,0.0,-14.57,-6.9,4.79,20.88,-33.6,-19.5,58.2,13493,17.7,-40831,45.5
2335,キューブシステム,1087,144,13499608,16100,3450,1418,945,10065,2894,7170,69.78,26.0,2.39,15.58,6.4,2.01,49.75,13.2,9.4,71.2,6015,90.8,46757,134.2
2337,いちご,301,1388,462810718,56934,16177,8924,6474,337887,236111,101776,13.81,7.0,2.33,21.8,4.6,1.36,73.53,6.4,1.9,30.1,886,41.1,14165,110.0
2338,クオンタムソリューションズ,859,100,11657704,256,192,-327,-281,1084,73,1011,-19.18,0,0.0,-44.79,-2.2,9.89,10.11,-27.8,-25.9,93.3,5706,63.3,-26223,75.6
2340,極楽湯ホールディングス,288,60,20832025,10548,-375,-2796,-3082,18515,17184,1331,-79.24,0,0.0,-3.63,-27.5,4.51,22.17,-231.6,-16.6,7.2,45857,-251.9,-36969,-202.2
2341,アルバイトタイムス,138,35,25693190,3622,2482,-1,40,5003,639,4365,3.45,3.0,2.17,40.0,2.5,0.8,125.0,0.9,0.8,87.2,196,90.6,9810,213.1
2342,トランスジェニック,380,64,16817719,12577,3836,1312,1876,10441,3908,6533,109.5,6.0,1.58,3.47,28.8,0.98,102.04,28.7,18.0,62.6,51743,120.1,183327,193.3
2344,平安レイサービス,781,96,12227695,8972,2646,1221,932,33348,13741,19607,75.89,27.0,3.46,10.29,9.7,0.49,204.08,4.8,2.8,58.8,2738,73.3,57600,267.7
2345,クシム,576,85,14718396,1621,379,-372,-363,3794,728,3066,17.26,7.0,1.22,33.37,3.0,2.77,36.1,-11.8,-9.6,80.8,-2860,72.0,-34419,105.1
2349,エヌアイデイ,1497,167,11105731,18251,4381,2182,1632,21904,5803,16101,145.61,23.0,1.54,10.28,9.7,1.04,96.15,10.1,7.5,73.5,7201,93.3,71377,179.8
2351,ＡＳＪ,539,43,7951082,2491,886,-485,-485,3964,1477,2486,-61.05,2.0,0.37,-8.83,-11.3,1.73,57.8,-19.5,-12.2,62.7,13816,31.9,-70669,101.0
2352,ＷＯＷ　ＷＯＲＬＤ,1002,39,3844524,2834,1554,347,213,3078,1493,1585,54.1,30.0,2.99,18.52,5.4,2.46,40.65,13.4,6.9,51.5,3727,70.3,28053,105.5
2353,日本駐車場開発,167,546,323240635,23785,8343,3159,2335,28706,19749,8958,9.1,5.0,2.99,18.35,5.4,6.1,16.39,26.1,8.1,31.2,4397,62.7,13347,73.7
2354,ＹＥ　ＤＩＧＩＴＡＬ,434,83,18135445,13725,4181,843,404,10084,5496,4588,34.48,10.0,2.3,12.59,7.9,1.81,55.25,8.8,4.0,45.5,3163,62.2,22122,109.5
2359,コア,1566,215,14138730,21798,5567,2368,1622,19962,6347,13615,115.92,35.0,2.23,13.51,7.4,1.58,63.29,11.9,8.1,68.2,6006,87.5,51365,143.4
2370,メディネット,71,159,211730423,683,180,-1056,-843,5378,475,4903,-5.51,0,0.0,-12.89,-7.8,3.24,30.86,-17.2,-15.7,91.2,12235,66.2,-48408,104.9
2371,カカクコム,2506,5301,204605613,51723,51722,19902,14294,70477,22521,48164,69.64,40.0,1.6,35.99,2.8,11.01,9.08,29.7,20.3,68.3,5680,100.8,18419,107.1
2372,アイロムグループ,1939,236,12076570,15693,7240,2760,1961,26588,16442,10146,162.45,45.0,2.32,11.94,8.4,2.33,42.92,19.3,7.4,38.2,6193,65.9,31643,100.4
2373,ケア２１,770,103,13468311,36361,8734,1297,937,37600,30834,6766,72.88,17.0,2.21,10.57,9.5,1.52,65.79,13.8,2.5,18.0,2360,41.3,16342,97.6
2374,セントケア・ホールディング,928,229,24981031,48876,6569,2803,1837,27491,13836,13655,73.51,20.0,2.16,12.62,7.9,1.68,59.52,13.5,6.7,49.7,5301,71.1,39935,122.7
2375,ギグワークス,423,83,19553815,21169,4885,765,435,10644,6403,4241,7.6,8.0,1.89,55.66,1.8,1.96,51.02,10.3,4.1,39.8,738,51.9,20915,101.1
2376,サイネックス,589,33,5607983,14172,6135,416,279,14517,7249,7269,49.9,12.5,2.12,11.8,8.5,0.45,222.22,3.8,1.9,50.1,1618,62.4,42306,276.1
2378,ルネサンス,968,181,18888294,37120,3012,913,513,38189,27868,10321,27.19,8.0,0.83,35.6,2.8,1.75,57.14,5.0,1.3,27.0,378,34.8,7714,89.1
2379,ディップ,3490,1981,55807401,39515,34970,5278,3487,42454,9481,32973,77.05,61.0,1.75,45.3,2.2,6.01,16.64,10.6,8.2,77.7,1812,90.5,13705,104.9
